id,product_services,revenue_omu,type,country,related_to_food,related_to_seafood,company_type
"Perry, Schroeder and Hamilton",,,Company Contacts,ZH,,,NULL
"Perry, Ward and Hobbs",,,Beneficial Owner,ZH,,,NULL
Perry-Barton,,,Company Contacts,ZH,,,NULL
Perry-Cruz,,,Beneficial Owner,ZH,,,NULL
Perry-Cruz,,,Company Contacts,ZH,,,NULL
Perry-Francis,,,Company Contacts,ZH,,,NULL
Perry-Harmon,,,Beneficial Owner,ZH,,,NULL
Perry-Herman,,,Company,ZH,,,NULL
Perry-Morales,,,Beneficial Owner,ZH,,,NULL
Perry-Orozco,"Cyanoacrylate adhesive, We manufacture a full range of cyanoacrylate bases and offer custom formulation when required source: freelance researcher",,Company,ZH,0,0,NULL
Perry-Powell,,,Beneficial Owner,ZH,,,NULL
Perry-Scott,,,Company,ZH,,,NULL
Perry-Shaw,Tilapia products and other aquatic products,25209.711,Company,ZH,0,0,NULL
Perry-Wright,,,Company,ZH,,,NULL
Peters and Sons,,,Company Contacts,ZH,,,Sons
Peters Group,,,Beneficial Owner,ZH,,,Group
Peters Inc,,,Company Contacts,ZH,,,Inc
Peters LLC,,5655.3879,Company,ZH,,,Limited
Peters LLC,,,Beneficial Owner,ZH,,,Limited
Peters LLC,,,Beneficial Owner,ZH,,,Limited
Peters Ltd,,,Company,ZH,,,Limited
Peters PLC,,,Company Contacts,ZH,,,PLC
"Peters, Chavez and Long",,,Beneficial Owner,ZH,,,NULL
"Peters, Humphrey and Grimes",,6831.1749,Company,ZH,,,NULL
"Peters, Jackson and Kim",,,Company Contacts,ZH,,,NULL
"Peters, Johnson and Johnson",,,Beneficial Owner,ZH,,,NULL
"Peters, Mendoza and Keller",,,Beneficial Owner,ZH,,,NULL
"Peters, Schultz and Shepard",,4764.6471,Company,ZH,,,NULL
"Peters, Vasquez and Brown",,,Beneficial Owner,ZH,,,NULL
Peters-Ayala,,,Beneficial Owner,ZH,,,NULL
Peters-Beltran,,,Beneficial Owner,ZH,,,NULL
Peters-Chen,,,Company Contacts,ZH,,,NULL
Peters-Cunningham,,,Company Contacts,ZH,,,NULL
Peters-Dean,,,Beneficial Owner,ZH,,,NULL
Petersen and Sons,,,Beneficial Owner,ZH,,,Sons
Petersen and Sons,,,Company Contacts,ZH,,,Sons
Petersen Inc,,,Company,ZH,,,Inc
Petersen Inc,,,Company Contacts,ZH,,,Inc
Petersen LLC,,,Beneficial Owner,ZH,,,Limited
Petersen Ltd,,,Beneficial Owner,ZH,,,Limited
Petersen Ltd,,,Beneficial Owner,ZH,,,Limited
"Petersen, Howell and Butler",,,Beneficial Owner,ZH,,,NULL
"Petersen, Wilson and Robinson",,,Beneficial Owner,ZH,,,NULL
Petersen-Bautista,,,Beneficial Owner,ZH,,,NULL
Petersen-Maldonado,,,Beneficial Owner,ZH,,,NULL
Petersen-Williams,,,Beneficial Owner,ZH,,,NULL
Peters-Francis,,,Beneficial Owner,ZH,,,NULL
Peters-Luna,,,Beneficial Owner,ZH,,,NULL
Peters-Moreno,,,Company Contacts,ZH,,,NULL
Peterson and Sons,,,Company,ZH,,,Sons
Peterson and Sons,,,Company Contacts,ZH,,,Sons
Peterson and Sons,,,Company Contacts,ZH,,,Sons
Peterson Group,,4926.6728,Company,ZH,,,Group
Peterson Group,,,Company Contacts,ZH,,,Group
Peterson Inc,,,Beneficial Owner,ZH,,,Inc
Peterson Inc,,,Beneficial Owner,ZH,,,Inc
Peterson Inc,,,Company Contacts,ZH,,,Inc
Peterson Inc,,,Company Contacts,ZH,,,Inc
Peterson LLC,,,Beneficial Owner,ZH,,,Limited
Peterson LLC,,,Beneficial Owner,ZH,,,Limited
Peterson LLC,,,Beneficial Owner,ZH,,,Limited
Peterson LLC,,,Beneficial Owner,ZH,,,Limited
Peterson Ltd,,,Beneficial Owner,ZH,,,Limited
Peterson Ltd,,,Beneficial Owner,ZH,,,Limited
Peterson Ltd,,,Company Contacts,ZH,,,Limited
Peterson Ltd,,,Company Contacts,ZH,,,Limited
"Peterson, Anderson and David",Trade agents and brokers,74639.6422,Company,ZH,0,0,NULL
"Peterson, Bradley and Patterson",,,Beneficial Owner,ZH,,,NULL
"Peterson, Clements and Moody",,,Company Contacts,ZH,,,NULL
"Peterson, Johnson and Carter",,,Beneficial Owner,ZH,,,NULL
"Peterson, Johnson and Collier",,,Company,ZH,,,NULL
"Peterson, Mccann and Rodriguez",,,Beneficial Owner,ZH,,,NULL
"Peterson, Miller and Delgado",,,Company Contacts,ZH,,,NULL
"Peterson, Montes and Christensen",,,Company Contacts,ZH,,,NULL
"Peterson, Moore and Fox",,,Company,ZH,,,NULL
"Peterson, Morton and Richardson",,,Company Contacts,ZH,,,NULL
"Peterson, Noble and Meyer",,,Beneficial Owner,ZH,,,NULL
"Peterson, Nunez and Vasquez",,,Beneficial Owner,ZH,,,NULL
"Peterson, Price and Beltran",,,Company Contacts,ZH,,,NULL
"Peterson, Reyes and Brown",,,Beneficial Owner,ZH,,,NULL
"Peterson, Reyes and Hall",,,Beneficial Owner,ZH,,,NULL
"Peterson, Robertson and Tanner",,,Beneficial Owner,ZH,,,NULL
"Peterson, Robinson and Riley",,,Beneficial Owner,ZH,,,NULL
"Peterson, Salas and Lewis",Plastic products,20495.8357,Company,ZH,0,0,NULL
"Peterson, Shah and Henry",,,Beneficial Owner,ZH,,,NULL
"Peterson, Snyder and Houston",,,Company Contacts,ZH,,,NULL
"Peterson, Thornton and Figueroa",,,Beneficial Owner,ZH,,,NULL
"Peterson, Torres and Nelson",,,Beneficial Owner,ZH,,,NULL
"Peterson, White and Valentine",,,Beneficial Owner,ZH,,,NULL
"Peterson, Williams and Sherman",,,Beneficial Owner,ZH,,,NULL
Peterson-Adams,,,Beneficial Owner,ZH,,,NULL
Peterson-Donaldson,,,Company Contacts,ZH,,,NULL
Peterson-Evans,,,Company Contacts,ZH,,,NULL
Peterson-George,,,Company Contacts,ZH,,,NULL
Peterson-Green,,,Beneficial Owner,ZH,,,NULL
Peterson-Griffin,,,Beneficial Owner,ZH,,,NULL
Peterson-Hall,,,Beneficial Owner,ZH,,,NULL
Peterson-Harris,Fish and other seafood products,,Company,ZH,1,1,NULL
Peterson-Hernandez,,,Company Contacts,ZH,,,NULL
Peterson-Hess,,,Company,ZH,,,NULL
Peterson-Lucas,,,Company Contacts,ZH,,,NULL
Peterson-Myers,"Specialized in manufacturing, engraving, chasing, or etching jewelry and metal personal goods and other small articles",116272.1004,Company,ZH,0,0,NULL
Peterson-Nguyen,,,Beneficial Owner,ZH,,,NULL
Peterson-Obrien,,,Company,ZH,,,NULL
Peterson-Rivera,,,Beneficial Owner,ZH,,,NULL
Peterson-Ross,,,Company Contacts,ZH,,,NULL
Peterson-Schultz,,,Beneficial Owner,ZH,,,NULL
Peterson-Stafford,,,Company Contacts,ZH,,,NULL
Peters-Ortiz,,,Beneficial Owner,ZH,,,NULL
Peters-Sanders,,,Company Contacts,ZH,,,NULL
Peters-Shields,,,Beneficial Owner,ZH,,,NULL
Peters-Smith,,,Company,ZH,,,NULL
Peters-White,,,Beneficial Owner,ZH,,,NULL
Petty and Sons,,,Beneficial Owner,ZH,,,Sons
Petty and Sons,,,Company Contacts,ZH,,,Sons
Petty Group,,,Beneficial Owner,ZH,,,Group
Petty Group,,,Company Contacts,ZH,,,Group
Petty LLC,,11736.6728,Company,ZH,,,Limited
"Petty, Campbell and Johnson",,,Company Contacts,ZH,,,NULL
"Petty, Lin and Thomas",,,Beneficial Owner,ZH,,,NULL
Pez Dorado Co Delivery,,,Company,Faraluna,,,Co
Pez Dorado Company Shipping,,,Company,Isliandor,,,Co
Pez Dorado Ltd. Liability Co Worldwide,,5716.6728,Company,Oceanus,,,Limited
Pez Dorado OJSC Enterprises,,6746.6728,Company,Oceanus,,,OJSC
Pez Dorado OJSC Forwading,,5951.0077,Company,Marebak,,,OJSC
Pez Dorado OJSC Transit,,5350.3328,Company,Nalakond,,,OJSC
Pez Dorado Sagl Consultants,"Pens, ballpoint pen refills and cartridges, mechanical pencils, and felt tipped markers",,Company,Sol y Oceana,0,0,Sagl
Pham and Sons,,6949.859,Company,ZH,,,Sons
Pham and Sons,,,Company Contacts,ZH,,,Sons
Pham Group,,,Beneficial Owner,ZH,,,Group
Pham Inc,,,Beneficial Owner,ZH,,,Inc
"Pham, Foster and Griffith",,,Beneficial Owner,ZH,,,NULL
"Pham, Griffith and Allen","Kubota lawn tractors, zero-turn mowers, sub-compact tractors, loaders, backhoes and other implements",,Company,ZH,0,0,NULL
"Pham, Wu and Palmer",,,Company Contacts,ZH,,,NULL
Pham-Alexander,,,Beneficial Owner,ZH,,,NULL
Pham-Martinez,,,Beneficial Owner,ZH,,,NULL
Pham-Smith,,,Company Contacts,ZH,,,NULL
Pham-Stewart,,,Beneficial Owner,ZH,,,NULL
Pham-Vasquez,,,Company Contacts,ZH,,,NULL
Phelps and Sons,,,Company Contacts,ZH,,,Sons
Phelps LLC,,,Company Contacts,ZH,,,Limited
Phelps Ltd,,,Beneficial Owner,ZH,,,Limited
Phelps PLC,,,Beneficial Owner,ZH,,,PLC
"Phelps, Hill and Duran",,,Beneficial Owner,ZH,,,NULL
"Phelps, Parker and Higgins",,,Company,ZH,,,NULL
Phelps-Brown,,,Company,ZH,,,NULL
Phelps-Harrell,,,Beneficial Owner,ZH,,,NULL
Phillips and Sons,Glues and other sealing stuffs,55903.5408,Company,ZH,0,0,Sons
Phillips and Sons,,,Beneficial Owner,ZH,,,Sons
Phillips and Sons,,,Beneficial Owner,ZH,,,Sons
Phillips and Sons,,,Beneficial Owner,ZH,,,Sons
Phillips Group,Canned seafood,44160.9173,Company,ZH,1,1,Group
Phillips Group,,,Beneficial Owner,ZH,,,Group
Phillips Group,,,Company Contacts,ZH,,,Group
Phillips Group,,,Company Contacts,ZH,,,Group
Phillips Group,,,Company Contacts,ZH,,,Group
Phillips Group,,,Company Contacts,ZH,,,Group
Phillips Inc,,,Beneficial Owner,ZH,,,Inc
Phillips Inc,,,Company Contacts,ZH,,,Inc
Phillips Inc,,,Company Contacts,ZH,,,Inc
Phillips LLC,"Range of sporting clothing and accessories for squash, women's lacrosse, men's lacrosse, hockey, field hockey, and other sports",24966.6728,Company,ZH,0,0,Limited
Phillips LLC,,4926.6728,Company,ZH,,,Limited
Phillips LLC,"Offers warehousing, forwarding, chartering tonnage, blending, commodities cleaning, customs clearance, cutting, packing, screening, and shipping agency services",,Company,ZH,0,0,Limited
Phillips LLC,,,Beneficial Owner,ZH,,,Limited
Phillips LLC,,,Company Contacts,ZH,,,Limited
Phillips Ltd,,,Beneficial Owner,ZH,,,Limited
Phillips Ltd,,,Beneficial Owner,ZH,,,Limited
Phillips Ltd,,,Beneficial Owner,ZH,,,Limited
Phillips Ltd,,,Company Contacts,ZH,,,Limited
Phillips PLC,,,Beneficial Owner,ZH,,,PLC
Phillips PLC,,,Beneficial Owner,ZH,,,PLC
Phillips PLC,,,Beneficial Owner,ZH,,,PLC
Phillips PLC,,,Beneficial Owner,ZH,,,PLC
Phillips PLC,,,Company Contacts,ZH,,,PLC
Phillips PLC,,,Company Contacts,ZH,,,PLC
"Phillips, Chavez and Robertson",,,Beneficial Owner,ZH,,,NULL
"Phillips, Ellis and Price","Tea bags, iced green teas, loose leaf teas, and soy wrapper products; Offers products that are used for sushi, rice balls, topping on noodles, salads, pasta, and rice dishes",15666.6728,Company,ZH,0,0,NULL
"Phillips, Gonzalez and Bowman",,,Company,ZH,,,NULL
"Phillips, Hahn and Gibson",,,Company Contacts,ZH,,,NULL
"Phillips, Hall and Noble",,,Beneficial Owner,ZH,,,NULL
"Phillips, Hall and Valencia",,,Company Contacts,ZH,,,NULL
"Phillips, Harris and Hunter",,,Beneficial Owner,ZH,,,NULL
"Phillips, Hernandez and Miles",,,Company Contacts,ZH,,,NULL
"Phillips, Lloyd and Wiley",,,Beneficial Owner,ZH,,,NULL
"Phillips, May and Abbott",,,Company Contacts,ZH,,,NULL
"Phillips, Moon and Hart",,5270.5076,Company,ZH,,,NULL
"Phillips, Morgan and Allen",,,Company Contacts,ZH,,,NULL
"Phillips, Poole and Gallegos",,,Beneficial Owner,ZH,,,NULL
"Phillips, Robertson and Peters",,,Company Contacts,ZH,,,NULL
"Phillips, Torres and Green",,,Beneficial Owner,ZH,,,NULL
"Phillips, White and Schroeder",,,Company Contacts,ZH,,,NULL
Phillips-Adkins,,,Company,ZH,,,NULL
Phillips-Anderson,,,Beneficial Owner,ZH,,,NULL
Phillips-Barnes,,,Beneficial Owner,ZH,,,NULL
Phillips-Brown,,,Beneficial Owner,ZH,,,NULL
Phillips-Carpenter,,,Company,ZH,,,NULL
Phillips-Christensen,,,Beneficial Owner,ZH,,,NULL
Phillips-Clark,,,Beneficial Owner,ZH,,,NULL
Phillips-Crosby,,,Beneficial Owner,ZH,,,NULL
Phillips-Elliott,,,Beneficial Owner,ZH,,,NULL
Phillips-Hall,,,Beneficial Owner,ZH,,,NULL
Phillips-Harrison,,,Beneficial Owner,ZH,,,NULL
Phillips-Hernandez,,,Beneficial Owner,ZH,,,NULL
Phillips-Hernandez,,,Company Contacts,ZH,,,NULL
Phillips-Jackson,,,Company,ZH,,,NULL
Phillips-Martin,,,Beneficial Owner,ZH,,,NULL
Phillips-Matthews,,,Company Contacts,ZH,,,NULL
Phillips-Miller,,,Beneficial Owner,ZH,,,NULL
Phillips-Ramirez,,,Beneficial Owner,ZH,,,NULL
Phillips-Ramos,Desserts and cakes,150794.9878,Company,ZH,0,0,NULL
Phillips-Raymond,,,Company Contacts,ZH,,,NULL
Phillips-Rodriguez,"Machine tools, including accessories and spare parts",,Company,ZH,0,0,NULL
Phillips-Spencer,,,Company Contacts,ZH,,,NULL
Phillips-Sutton,,,Beneficial Owner,ZH,,,NULL
Phillips-Thompson,,,Beneficial Owner,ZH,,,NULL
Phillips-Walker,,,Beneficial Owner,ZH,,,NULL
Pierce and Sons,Electrical household appliances and radio and television goods,,Company,ZH,0,0,Sons
Pierce and Sons,,,Beneficial Owner,ZH,,,Sons
Pierce Group,Customs clearance services to the importing and exporting community throughout the country,34667.6738,Company,ZH,0,0,Group
Pierce Group,,,Beneficial Owner,ZH,,,Group
Pierce Inc,,,Beneficial Owner,ZH,,,Inc
Pierce Inc,,,Beneficial Owner,ZH,,,Inc
Pierce Inc,,,Company Contacts,ZH,,,Inc
Pierce Inc,,,Company Contacts,ZH,,,Inc
Pierce LLC,"Electric apparatus and equipment, specializing in uninterruptible power supply",12180.3311,Company,ZH,0,0,Limited
Pierce LLC,,,Beneficial Owner,ZH,,,Limited
Pierce LLC,,,Company Contacts,ZH,,,Limited
Pierce Ltd,,,Company Contacts,ZH,,,Limited
"Pierce, Brown and Hawkins",,,Beneficial Owner,ZH,,,NULL
"Pierce, Cardenas and Hall",,,Beneficial Owner,ZH,,,NULL
"Pierce, Forbes and Cardenas",,,Beneficial Owner,ZH,,,NULL
"Pierce, Franco and Medina",,,Company,ZH,,,NULL
"Pierce, Higgins and Velazquez",,,Company Contacts,ZH,,,NULL
"Pierce, Johnson and Baker",,,Company Contacts,ZH,,,NULL
"Pierce, Jones and Ortiz",,,Company Contacts,ZH,,,NULL
"Pierce, Moran and Mcclure",,,Beneficial Owner,ZH,,,NULL
"Pierce, Smith and Butler",,,Company,ZH,,,NULL
"Pierce, Thomas and Reyes",,,Beneficial Owner,ZH,,,NULL
"Pierce, Young and Perry",,,Company Contacts,ZH,,,NULL
Pierce-Atkins,,,Beneficial Owner,ZH,,,NULL
Pierce-Benton,,,Company Contacts,ZH,,,NULL
Pierce-Chavez,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",46812786.23,Beneficial Owner,ZH,0,0,NULL
Pierce-Fisher,,,Company Contacts,ZH,,,NULL
Pierce-Holmes,,,Company Contacts,ZH,,,NULL
Pierce-King,,,Beneficial Owner,ZH,,,NULL
Pierce-Owen,,,Beneficial Owner,ZH,,,NULL
Pierce-Stanton,,,Company Contacts,ZH,,,NULL
Pierce-Suarez,,51870.5335,Company,ZH,,,NULL
Pierce-Wheeler,,,Company Contacts,ZH,,,NULL
Pineda Group,,,Company Contacts,ZH,,,Group
Pineda LLC,,,Beneficial Owner,ZH,,,Limited
Pineda Ltd,Fishmeals and preserved aquatic products,50171.1683,Company,ZH,1,1,Limited
Pineda PLC,,,Beneficial Owner,ZH,,,PLC
"Pineda, Flynn and Mendoza",,,Beneficial Owner,ZH,,,NULL
"Pineda, Powell and Brown",,,Company Contacts,ZH,,,NULL
Pineda-Hart,,,Beneficial Owner,ZH,,,NULL
Pineda-Hernandez,,,Beneficial Owner,ZH,,,NULL
Pineda-James,,,Company Contacts,ZH,,,NULL
Pineda-Obrien,,,Company Contacts,ZH,,,NULL
Pittman Inc,,,Beneficial Owner,ZH,,,Inc
Pittman PLC,,,Beneficial Owner,ZH,,,PLC
Pittman PLC,,,Company Contacts,ZH,,,PLC
Pittman-Pollard,,,Company Contacts,ZH,,,NULL
Pittman-Turner,,,Beneficial Owner,ZH,,,NULL
Pitts Inc,,,Beneficial Owner,ZH,,,Inc
"Pitts, Brown and Garcia",,,Beneficial Owner,ZH,,,NULL
"Pitts, Hall and Holloway",,,Company,ZH,,,NULL
"Pitts, Mcclure and Jones",,,Company Contacts,ZH,,,NULL
"Pitts, Ramirez and Gonzalez",,,Company Contacts,ZH,,,NULL
"Pitts, White and Hall",,,Company Contacts,ZH,,,NULL
"Pitts, Woods and Martin",,,Beneficial Owner,ZH,,,NULL
Pitts-Brown,,,Company,ZH,,,NULL
Pitts-Chase,,,Company Contacts,ZH,,,NULL
Pitts-Gilmore,,,Beneficial Owner,ZH,,,NULL
Playa Azul Co Cargo,"Aluminum die castings, lead die castings, brass die castings, bronze die castings, ferrous alloy die castings",79017.3497,Company,Rio Isla,0,0,Co
Playa Azul Limited Liability Company,Architectural aluminum profiles,733689.7779,Company,Jiraputra,0,0,Limited
Playa Azul LLC Marine conservation,Dyes and pigments,12847.9828,Company,Kondanovia,0,0,Limited
Playa Azul Ltd Cargo,Arranging transportation of freight between shippers and carriers; Combination of services spanning transportation modes,25066.6728,Company,Oceanus,0,0,Limited
Playa Azul Ltd. Corporation,,4730.7901,Company,Marebak,,,Co
Playa Azul Ltd. Liability Co Forwading,Food products,32166.6728,Company,Coralmarica,1,0,Limited
Playa Azul Pic Services,"Advice and assistance to businesses and other organizations on management issues, such as strategic and organizational planning, financial planning and budgeting, marketing objectives and policies, human resource policies, practices, and planning",6463.3126,Company,Marebak,0,0,PLC
Playa Azul Trawler GmbH Line,"New stationery, school supplies, and office supplies; new office equipment, furniture, and supplies; and new office equipment, furniture, and supplies in combination with the sale of computers. In addition, the company is involved in the retail sale of combined lines of gifts and novelty merchandise, souvenirs, greeting cards, holiday decorations, and miscellaneous small art goods",8995.677,Company,Zawalinda,0,0,Ges.m.b.H
Playa Blanca and Son's,General freight trucking services,,Company,Kethilim,0,0,Sons
Playa Blanca Coral LLC United,,5436.6728,Company,Oceanus,,,Limited
Playa Blanca Inc Transit,"Amino acids, herbal extracts and nutritional supplements",45609.035,Company,Marebak,0,0,Inc
Playa Blanca Kga Marine,Industrial adhesives,12304.5706,Company,Nalakond,0,0,Kga
Playa Blanca LC Solutions,Collagens and gelatines,,Company,Faraluna,0,0,Limited
Playa Blanca Limited Liability Company,"St john, newfoundland, nataagnaq fisheries, canada, fishing, Playa Blanca Limited Liability Company, is one of Canada\ largest offshore fishing management companies and employs over 200 Canadians from all over Canada, from Nunavut to Newfoundland, Check out our job opportunities, The company\ head office is in St, John\, Newfoundland, Canada source: freelance researcher",4766.6728,Company,Coralmarica,1,1,Limited
Playa de Arena & Son's,"Catching, processing and distribution of frozen seafood products",,Company,Faraluna,1,1,Sons
Playa de Arena AB Import,,,Company,Coralada,,,AB
Playa de Arena Export,,10942.7612,Company,Arreciviento,,,NULL
Playa de Arena Harbor,,,Company,Coralmarica,,,NULL
Playa de Arena Inc Worldwide,,,Company,Oceanus,,,Inc
Playa de Arena Jetsam AS Holdings,"Offers wrapped sea and bay scallops, gourmet stuffed scallops, jumbo stuffed shrimps, stuffed shrimpettes, and fish products",155666.6728,Company,Oceanus,1,1,A/S
Playa de Arena LC,,4719.3505,Company,Marebak,,,Limited
Playa de Arena LC,Outdoor apparels,25266.6728,Company,Oceanus,0,0,Limited
Playa de Arena Ltd,"Heavy duty casters, swivel casters, steel and rubber casters, caster accessories, as well as a range of wheels and bumpers, and other related products",,Company,Oceanus,0,0,Limited
Playa de Arena Ltd,,,Company,Vesperanda,,,Limited
Playa de Arena Ltd Carriers,,4846.184,Company,Puerto Sol,,,Limited
Playa de Arena Ltd. Corporation Investment,,,Company,Isliandor,,,Co
Playa de Arena Ltd. Liability Co,Titanium and aluminum investment casting products,,Company,Utoporiana,0,0,Limited
Playa de Arena Marine,,,Company,Coralmarica,,,NULL
Playa de Arena Oyj,,5646.6728,Company,Oceanus,,,Oyj
Playa de Arena S.A. de C.V.,,,Company,Ivarisia,,,S.A. de C.V.
Playa de Arena S.A. de C.V.,Seafood products,,Company,Ivarisia,1,1,S.A. de C.V.
Playa de Arena S.p.A.,"LED lamps, lanterns and lighting products",30441.8002,Company,Marebak,0,0,S.p.A.
Playa de Arena S.p.A.,,27866.6728,Company,Oceanus,,,S.p.A.
Playa de Arena Sagl,,8216.6728,Company,Oceanus,,,Sagl
Playa de Arena SE,,11986.6728,Company,Wysterion,,,SE
Playa de Arena Seafarer,,,Company,Nalakimani,,,NULL
Playa de Arena Seaport Inc Solutions,,35166.6728,Company,Oceanus,,,Inc
Playa de Arena Sp,,38429.3899,Company,Rio Isla,,,Sp
Playa de Arena SRL,,,Company,Isliandor,,,SRL
Playa de Coral Company Delivery,Production of machinery and electric equipment,281556.4655,Company,Marebak,0,0,Co
Playa de Coral Corp,Mechanical equipment,119710.7076,Company,Puerto Sol,0,0,Co
Playa de Coral Hijiki OJSC Transit,"Frozen, raw, and cooked shrimps",124666.6728,Company,Oceanus,0,0,OJSC
Playa de Coral Ltd. Corporation Services,Fish and seafood products,50712.5383,Company,Brindisola,1,1,Co
Playa de Coral Oyj Import,Logistics and freight forwarding services,,Company,Oceanus,0,0,Oyj
Playa de Coral Sagl,,14396.6728,Company,Oceanus,,,Sagl
Playa de Coral Shipping,A range of fish and other related seafood products,39997.1381,Company,Nalakond,1,1,NULL
Playa de Coral Transport Cargo,,,Company,Sol y Oceana,,,NULL
Playa de la Felicidad AB,,8524.1918,Company,Nalakond,,,AB
Playa de la Felicidad AB Freight,,,Company,Puerto del Mar,,,AB
Playa de la Felicidad AB Kelp,"Dab, plaice, dover sole, lemon sole, turbot, brill, yellowfin sole, monkfish, cod, whiting, hake, haddock, saithe, mackerel, and horse mackerel; Blue whithing, red fish, herring, sprat, pike-perch, bream, roach, smelt, eel, as well as squid (loligo vulgaris, loligo opalencens) and cuttle fish ( sepia officinalis)",,Company,Gavanovia,1,1,AB
Playa de la Felicidad AB Kelp,,11726.6728,Company,Oceanus,,,AB
Playa de la Felicidad AG,,4996.6728,Company,Oceanus,,,AG
Playa de la Felicidad Cargo,"Adstra imaging software, cart delivery systems, compressors, cuspidors, delivery & vacuum arm systems, dental cabinetry, dental cabinets, dental chairs, dental stools, Equus computers, film processors, high-tech equipment, instrument washer, lighting systems, mobile dental clinics, mobile x-ray units, nitrous oxide, operatory packages, portable dental equipment, practice management & charting software, reception area furniture, refurbished sterilizers, Seiler precision microscopes, sterilizers, vacuum pumps, x-ray intraoral, x-ray panoramic, and den-x 3D imaging, among others",14966.6728,Company,Oceanus,0,0,NULL
Playa de la Felicidad CJSC,,,Company,Marebak,,,CJSC
Playa de la Felicidad Co,Grocery and related products,44457.2298,Company,Lumindoria,1,0,Co
Playa de la Felicidad Corporation Line,,,Company,Oceanus,,,Co
Playa de la Felicidad Ges.m.b.H.,Seafood products,,Company,Oceanus,1,1,Ges.m.b.H
Playa de la Felicidad Incorporated Transport,"Beverages, fruits and vegetables, dairy and ice cream products, frozen food products, meat and meat products, dry groceries, bakery products, salad dressings and other related products; Offers food sanitation solutions, as well as paper plates and other kitchen ware",440666.6728,Company,Oceanus,1,0,Inc
Playa de la Felicidad Kga,Dental products and equipment,,Company,Utoporiana,0,0,Kga
Playa de la Felicidad LC Holdings,Yard and landscaping products,30866.6728,Company,Oceanus,0,0,Limited
Playa de la Felicidad LLC,,23866.6728,Company,Oceanus,,,Limited
Playa de la Felicidad Ltd,Molds,11710.0027,Company,Puerto Sol,0,0,Limited
Playa de la Felicidad N.V.,"Tailored clothing, including suits, overcoats, topcoats, sport coats, and separate trousers; furnishings, including shirts, neckwear, sweaters, knit tops, underwear, socks, robes, and pajamas; heavy outerwear, including jackets, snowsuits, ski jackets, and parkas; work clothes, including T-shirts, work shirts, work pants, overalls, and other related items",4906.6728,Company,Coralmarica,0,0,N.V.
Playa de la Felicidad Oyj Cargo,Adhesives and chemical- technical products as well as trade in machinery and equipment for glue processing and relevant information service and transport of properties of every kind,487523.3864,Company,Utoporiana,0,0,Oyj
Playa de la Felicidad Plc,,,Company,Islavaria,,,PLC
Playa de la Felicidad S.p.A. Transport,Glass bottles for a wide range of applications,5796.6728,Company,Oceanus,0,0,S.p.A.
Playa de la Felicidad Sagl,,,Company,Isliandor,,,Sagl
Playa de la Felicidad Sagl Trawler,Offers a wide variety of high-performance parts and supplies for today's most popular copiers and multi-function printers,38666.6728,Company,Oceanus,0,0,Sagl
Playa de la Felicidad SRL,,10189.3279,Company,Marebak,,,SRL
Playa de la Luna A/S,"Offers frits, porcelain and other glass enamels, glazes, stains, decorating colors, pigments, inks, polishing materials, dielectrics, electronic glasses, and other specialty coatings",1475769.611,Company,Utoporiana,0,0,A/S
Playa de la Luna Carriers Seafarer,,9359.6289,Company,Marebak,,,NULL
Playa de la Luna CJSC,A customs broker and freight forwarder,16966.6728,Company,Oceanus,0,0,CJSC
Playa de la Luna Inc Express,,5576.6728,Company,Oceanus,,,Inc
Playa de la Luna Incorporated Brothers,,4796.6728,Company,Oceanus,,,Inc
Playa de la Luna Line Whale,Premium food products,115666.6728,Company,Oceanus,1,0,NULL
Playa de la Luna Ltd. Corporation,"Agricultural chemicals, specializing in insecticides and pesticides",104166.6728,Company,Oceanus,0,0,Co
Playa de la Luna Ltd. Liability Co,"Specialized in processing soya sauce, bean paste, and hot bean paste",43346.3966,Company,Kondanovia,0,0,Limited
Playa de la Luna Ltd. Liability Co Transport,,4996.6728,Company,Oceanus,,,Limited
Playa de la Luna N.V.,,4796.6728,Company,Oceanus,,,N.V.
Playa de la Luna Nori Ges.m.b.H. Transport,,8416.6728,Company,Coralmarica,,,Ges.m.b.H
Playa de la Luna Oyj,Aluminum alloy parts and magnesium alloy parts,,Company,Isliandor,0,0,Oyj
Playa de la Luna Pic Cargo,Vegetable and animal oils and fats,,Company,Puerto del Mar,1,0,PLC
Playa de la Luna S.A. de C.V.,Cement and other related concrete products,20720.4599,Company,Puerto Sol,0,0,S.A. de C.V.
Playa de la Luna Seaport LLC Express,Die casting machines and automation equipment for such processes as casting ejection and die clamping,,Company,Oceanus,0,0,Limited
Playa de la Luna Starfish,Environment pollution prevention and control special equipment,20990.1649,Company,Marebak,0,0,NULL
Playa de la Luna ОАО,"Salmon, herring and other fish products",26239.2044,Company,Andenovia,1,1,ОАО
Playa de la Luna ОАО,,23666.6728,Company,Oceanus,,,ОАО
Playa de Oro BV,Fishery products,26356.1525,Company,Marebak,1,1,BV
Playa de Oro BV,,,Company,Oceanus,,,BV
Playa de Oro CJSC,Truck and trailer equipment,149666.6728,Company,Oceanus,0,0,CJSC
Playa de Oro Co,,,Company,Marebak,,,Co
Playa de Oro Co Export,,,Company,Coralmarica,,,Co
Playa de Oro Distribution,,204666.6728,Company,Oceanus,,,NULL
