source,BOCnt,CCCnt
"Miles, Jackson and Garza",0,1
Miles-Mathews,0,1
Miles-Oliver,0,1
"Miller, Bell and Reyes",0,1
"Miller, Friedman and Bennett",0,1
"Miller, Gonzalez and Gomez",0,1
"Miller, Matthews and Jones",0,1
"Miller, Mitchell and Bell",0,1
"Miller, Sanford and Simpson",0,1
"Miller, Smith and Andersen",0,1
"Miller, Solomon and Mcbride",0,1
Miller-Adkins,0,1
Miller-Bailey,0,1
Miller-Barnes,0,1
Miller-Boone,0,1
Miller-Jenkins,0,1
Miller-Jordan,0,2
Miller-King,0,1
Miller-Mann,0,1
Miller-Rasmussen,0,1
Miller-Small,0,1
Miller-Washington,0,1
"Mills, Grimes and Powell",0,1
"Mills, Smith and Hall",0,1
Mills-Montgomery,0,1
"Miranda, Thompson and Smith",0,1
Miranda-Russell,0,1
"Mitchell, Chavez and Navarro",0,1
"Mitchell, Conley and Ellison",0,1
"Mitchell, Davis and Smith",0,1
"Mitchell, Torres and Carpenter",0,1
Mitchell-Martinez,0,1
Mitchell-Perkins,0,1
Mizoram  Ltd. Liability Co,0,1
Mizoram  Oyster  Company & Son's,0,1
"Molina, Mckinney and Lewis",0,1
Molina-Fleming,0,1
Monarch GmbH & Co. KG,0,1
Monarch Limited Liability Company Marine life,0,1
Monarch Limited Liability Company Solutions,0,1
Monroe Group,0,1
Montgomery PLC,0,1
"Montgomery, Molina and Evans",0,1
"Montgomery, Walker and Ray",0,1
Montgomery-Preston,0,1
Montgomery-Watkins,0,1
Montoya LLC,0,1
"Montoya, Stein and Stewart",0,1
"Montoya, Williams and Schmidt",0,1
Moody-Bryant,0,1
Moon Group,0,1
"Moon, Pollard and Graham",0,1
Moore Ltd,0,1
"Moore, Gray and Velasquez",0,1
"Moore, Lewis and Robinson",0,1
"Moore, Owens and Smith",0,1
Moore-Cruz,0,1
Moore-Flores,0,1
Moore-Harrison,0,1
Moore-Mercer,0,1
Moore-Peterson,0,1
Moore-Riley,0,1
Moore-Smith,0,1
Mora Group,0,1
"Morales, Chambers and Greene",0,1
"Morales, Elliott and Singleton",0,1
"Morales, Lowe and Reynolds",0,1
"Morales, Reynolds and Wright",0,1
Morales-Adams,0,1
Morales-Sullivan,0,1
Moran Group,0,1
Moran Ltd,0,1
Moran and Sons,0,1
Moran-Christensen,0,1
Moran-Gonzalez,0,1
Moran-Young,0,1
Moreno Ltd,0,1
Moreno and Sons,0,1
"Moreno, Esparza and Thornton",0,1
"Moreno, Harris and Burch",0,1
"Moreno, Johnson and Donaldson",0,1
"Moreno, Mosley and Ramos",0,1
Moreno-Jackson,0,1
Moreno-Robbins,0,1
Moreno-Wright,0,1
Morgan PLC,0,1
"Morgan, Price and Stevens",0,1
"Morgan, Rose and Stevens",0,1
"Morgan, Tran and Snyder",0,1
Morgan-Brown,0,1
Morgan-Butler,0,1
Morgan-Clayton,0,1
Morgan-Scott,0,1
Morris-Escobar,0,1
Morris-Lopez,0,1
Morris-Robinson,0,1
Morrison Inc,0,2
"Morrison, Brock and Jacobs",0,1
"Morrison, Lopez and Sweeney",0,1
"Morrison, Perry and Torres",0,1
Morrison-Murillo,0,1
Morrison-Powell,0,1
Morrow and Sons,0,1
"Morrow, Ross and Lee",0,1
Morse Inc,0,1
"Morse, Day and Durham",0,1
"Morse, Gomez and Andrews",0,1
Morse-Ingram,0,1
"Morton, Dougherty and Townsend",0,1
Morton-Merritt,0,1
"Moses, Alexander and Hill",0,1
"Mosley, Ochoa and Haas",0,1
Mosley-Jones,0,1
"Moss, Riley and Clark",0,1
Moss-Castaneda,0,1
Moss-Soto,0,1
Mount Kenya  Co Shipping,0,1
Mount Kenya  Company Consulting,0,1
Mount Kenya  Ltd. Corporation United,0,1
Mount Kenya  Sp Marine,0,1
Mount Kenya  Tsunami GmbH & Co. KG Cargo,0,1
Moyer and Sons,0,1
"Moyer, Jacobs and Thomas",0,1
Moyer-Price,0,1
Mueller PLC,0,1
"Mullen, Garcia and Oconnor",0,1
Mullen-Brown,0,1
Mullins PLC,0,1
Munoz Ltd,0,1
Murillo-Dickson,0,1
Murphy LLC,0,1
"Murphy, Chen and Keller",0,1
"Murphy, Harris and Miller",0,1
"Murphy, Norman and Joyce",0,1
"Murphy, Schneider and Brown",0,1
"Murphy, Soto and Duncan",0,1
Murphy-Marsh,0,1
Murray Group,0,1
Murray PLC,0,1
"Murray, Ball and Barnes",0,1
"Murray, Romero and Gilmore",0,1
"Murray, Williams and Warner",0,1
Murray-Aguirre,0,1
Murray-Chapman,0,1
"Myers, Garcia and Herrera",0,1
"Myers, Hardin and Brewer",0,1
"Myers, Howard and Bates",0,1
"Myers, Hutchinson and Foster",0,1
"Myers, Payne and Jackson",0,1
"Myers, Ritter and Cooper",0,1
"Myers, Willis and Moore",0,1
Myers-Griffith,0,1
Nagaland   Coral Ltd Marine life,0,1
Nagaland   Sagl Marine sanctuary,0,1
Nagaland Sea  Limited Liability Company Enterprises,0,1
Nagaland Sea  N.V. Seagrass,0,1
Nagaland Sea Catch Dashi,0,1
Nagaland Sea Catch Estuary S.p.A. Line,0,1
Nagaland Sea Catch S.A. de C.V.,0,1
Nagaland Sea Catch Sailor,0,1
Nagaland Sea Catch Seabass S.p.A. Cargo,0,1
Nagaland Sea Catch Seafarer Incorporated Consulting,0,1
Nagaland Sea Catch ОАО Line,0,1
Namib Desert  Limited Liability Company Holdings,0,1
Namib Desert  Sagl Worldwide,0,1
Nash Group,0,1
Nash-Phelps,0,1
Nautical Navigators Sp Express,0,1
Navarro-Greer,0,1
Nazhivka S.A. de C.V. Worldwide,0,1
"Neal, Graves and Vasquez",0,1
Neal-Robertson,0,1
Nelson LLC,0,1
"Nelson, Bell and Jones",0,1
"Nelson, Dudley and Schmidt",0,1
"Nelson, Griffin and Singleton",0,1
Nelson-Brown,0,1
Nelson-Cobb,0,1
Nelson-King,0,1
Nelson-Page,0,1
Neptune's Bounty LLC International,0,1
Neptune's Bounty Oyj Carriers,0,1
Neptune's Bounty Sagl Dry dock,0,1
Neptune's Bounty Sextant Sp & Son's,0,1
Neptune's Harvest Cargo ship,0,1
Neptune's Harvest Corp Line,0,1
Neptune's Harvest LLC Enterprises,0,1
Neptune's Harvest Ltd. Corporation,0,2
Neptune's Kingdom Coral Reef AB Consulting,0,1
Neptune's Kingdom Ltd Brothers,0,1
Neptune's Kingdom Sagl Merchants,0,1
Neptune's Realm LC Line,0,1
Neptune's Realm Marine life Harbor,0,1
"Newman, Hicks and Rogers",0,1
"Newman, Jones and Flores",0,1
"Newman, Parrish and Smith",0,1
Newman-Young,0,1
Newton-Taylor,0,1
Nguyen Inc,0,2
"Nguyen, Chang and Nelson",0,1
"Nguyen, Ruiz and Mayo",0,1
"Nguyen, Sims and Williams",0,1
Nguyen-Francis,0,1
"Nichols, Smith and Robbins",0,1
"Nichols, Williams and Smith",0,1
Nicholson Group,0,1
"Nielsen, Green and Lyons",0,1
Niger Bend   LLC Services,0,1
Niger Bend   Ltd Express,0,1
Niger Delta   AG Marine life,0,1
Niger River Delta  Aquamarine,0,1
Niger River Delta  Inc Marine,0,1
Niger River Delta  S.p.A.,0,2
Nile   Hijiki Corporation Shipping,0,1
Nile Crocodile  GmbH & Co. KG Logistics,0,1
Nile Crocodile  Sailboat Sp Line,0,1
Ningxia Oceanfront Pic Forwading,0,1
Noble Inc,0,1
Noord BV Marine life,0,1
Noord GmbH Marine life,0,1
Noord S.A. de C.V. Holdings,0,1
Nordic  Ltd. Liability Co,0,1
"Norman, Lloyd and Moreno",0,1
Norris Inc,0,1
"Norris, Fry and Calhoun",0,1
Norris-Miller,0,1
Norris-Weiss,0,1
North AG Marine life,0,1
North Atlantic  Marine ecology,0,1
North Atlantic  Marine sanctuary N.V. Marine sanctuary,0,1
North Ltd. Liability Co Logistics,0,1
North S.A. de C.V. Shipping,0,1
Northeast Sea S.p.A. Marine,0,1
"Norton, Boyd and Lee",0,1
"Norton, Hendricks and Sherman",0,1
Norton-Brooks,0,1
Norton-Petersen,0,1
Norton-Smith,0,1
Norwegian Fjord  AS -,0,1
Norwegian Fjord  S.p.A. Transit,0,1
Norwegian Haddock Ltd. Liability Co,0,1
Norwegian Haddock S.p.A. Brackish,0,1
Norwegian King Crab Kga,0,1
Norwegian King Crab Ltd,0,1
Norwegian King Crab Oceanography Kga Cargo,0,1
Norwegian King Crab SRL Holdings,0,1
Norwegian Salmon AS Cargo,0,1
Norwegian Salmon Company Brothers,0,1
Norwegian Salmon GmbH & Co. KG Import,0,1
Norwegian Salmon Incorporated and Son's,0,1
Norwegian Shrimp Kga Surf,0,1
Norwegian Shrimp Limited Liability Company,0,1
"Nunez, Smith and Gill",0,1
Nunez-Larson,0,1
Náutica del Este A/S,0,1
Náutica del Este Corp,0,1
Náutica del Este Ltd. Corporation,0,1
Náutica del Este NV,0,1
Náutica del Este Oyj,0,1
Náutica del Este S.p.A.,0,1
Náutica del Mar A/S,0,1
Náutica del Mar AS,0,1
Náutica del Mar LC,0,1
Náutica del Mar LLC Enterprises,0,1
Náutica del Mar S.A. de C.V. Carriers,0,1
Náutica del Mar Sagl,0,1
Náutica del Mar Underwater,0,1
Náutica del Norte A/S Express,0,1
Náutica del Norte Kga Holdings,0,2
Náutica del Norte Limited Liability Company Carriers,0,1
Náutica del Norte Limited Liability Company Forwading,0,1
Náutica del Norte Ltd,0,1
Náutica del Sol Cargo,0,1
Náutica del Sol Kga,0,1
Náutica del Sol LLC,0,1
Náutica del Sol Pelican,0,2
Náutica del Sol SE,0,1
Náutica del Sol Seafarer Company Transit,0,1
OOO Snapper Sp Holdings,0,1
Ob River BV Transit,0,1
Ob River Company Shipping,0,1
Ob River Corporation Merchants,0,1
Ob River Limited Liability Company Express,0,1
Ob River Ltd Forwading,0,1
Ob River N.V. Shipping,0,1
Ob River Plc Marine ecology,0,1
Ob River Surfboard AG Marine conservation,0,1
Ocean Blue Ges.m.b.H. Overseas,0,1
Ocean Emporium - AB Marine,0,1
Ocean Emporium Corporation Distribution,0,2
Ocean Emporium LLC _,0,1
Ocean Emporium Sp Line,0,1
Ocean Emporium Wakame Ltd Services,0,1
Ocean Explorers Corporation Family,0,1
Ocean Explorers Corporation Marine,0,1
Ocean Oasis A/S Family,0,1
Ocean Oasis BV Industrial,0,1
Ocean Oasis Ltd Marine life,0,1
Ocean Oasis S.A. de C.V. Transport,0,1
Ocean Odyssey & Kga Transport,0,1
Ocean Odyssey Co Industrial,0,1
Ocean Odyssey Dockyard SE Shipping,0,1
Ocean Outfitters Kga Marine,0,1
Ocean Outfitters LLC Marine ecology,0,1
Ocean Outlaws Inc Breakwater,0,1
Ocean Outlaws LC Cargo,0,1
Ocean Outlaws Ltd. Corporation Oyster,0,1
Ocean Quest Limited Liability Company Investment,0,1
Ocean Quest Sagl Carriers,0,1
Ocean Quest Sagl Transit,0,1
Ocean Quest Sp Harbor,0,1
OceanFront Delights Motorboat LLC Marine,0,1
OceanFront Foods Limited Liability Company Marine life,0,1
OceanFront Foods Ltd Holdings,0,1
OceanFront Foods SRL Line,0,1
OceanFront Foods ОАО Solutions,0,1
OceanGem Limited Liability Company Carriers,0,1
OceanKing - AS Logistics,0,1
OceanKing s Kelp Company Cargo,0,1
OceanKing s Ltd. Corporation,0,1
OceanKing s S.p.A. Tom yum,0,1
OceanKing s SRL Investment,0,1
OceanKing s Sp Line,0,1
OceanSavor Laksa Plc & Son's,0,1
OceanSavor Ltd. Liability Co Transport,0,1
Oceanfront Oases AS Overseas,0,1
Oceanfront Oases Manatee Ltd. Liability Co Marine life,0,1
Oceanfront Oases ОАО Sextant,0,1
Oceanfront Oasis Canal Ges.m.b.H. Marine sanctuary,0,1
Oceanfront Oasis Sashimi AB and Son's,0,1
Oceanic Blue GmbH & Co. KG,0,1
Oceanic Blue Ltd. Liability Co,0,1
Oceanic Explorers Sagl Chart,0,1
Oceanic Oasis Dry dock,0,1
Oceanic Oceans Incorporated Brothers,0,1
Oceanic Oceans Ltd. Liability Co Transport,0,1
Oceanic Odyssey - S.p.A. Worldwide,0,1
Oceanic Opportunities World Oyj International,0,1
Oceanic Oracle Brine BV Logistics,0,1
OceanicDelights Tidal flat Ges.m.b.H. United,0,1
OceanicHarvest GmbH & Co. KG Tide,0,1
OceanicHarvest Ltd. Liability Co Family,0,1
OceanicOptions Oyj Sea spray,0,1
OceanicOrigin Foods Cargo ship Sagl Shipping,0,1
OceanicOrigin Foods River AG Marine ecology,0,1
OceanicOrigin Foods Sp Freight,0,1
Ochoa Inc,0,1
Ochoa-King,0,1
"Oconnell, Sullivan and Mendez",0,1
Oconnor-Crawford,0,1
Oconnor-Stephens,0,1
Océano Azul GmbH Shipping,0,1
Océano Azul Marine ecology,0,1
Océano de Coral Consulting,0,1
Océano de Coral Corporation Express,0,1
Océano de Coral GmbH,0,1
Océano del Este & Son's,0,1
Océano del Este Corporation,0,2
Océano del Este LC,0,2
Océano del Este LLC,0,1
Océano del Este Ltd. Corporation,0,1
Océano del Este Marine,0,1
Océano del Este NV,0,1
Océano del Este World,0,1
Odisha  GmbH & Co. KG Yacht,0,1
Odisha  Limited Liability Company,0,1
Odisha  Limited Liability Company Cargo,0,1
Odisha  S.A. de C.V.,0,1
Odisha  Tidepool NV Marine ecology,0,1
Odisha Sea  AS Shipping,0,1
Odisha Sea  Co Cargo,0,1
Odisha Sea  Ltd. Liability Co,0,1
Odisha Sea  Nori LLC Delivery,0,1
Odom PLC,0,1
Odonnell PLC,0,1
Odonnell-Bell,0,1
Oka  Ltd. Corporation Merchants,0,1
Oka  Ltd. Corporation Shipping,0,1
Okavango Delta  Manatee S.A. de C.V. Line,0,1
Okavango Delta  Pic Family,0,1
Okavango River  Inc Tide,0,1
Okavango River  Limited Liability Company Shipping,0,1
Okavango River  Sagl Sashimi,0,1
Ola Azul Aqua Kga Shipping,0,1
Ola Marina GmbH Solutions,0,1
Ola Marina Ltd Kelp,0,1
Ola de la Costa S.p.A.,0,1
Ola de la Costa SRL Merchants,0,1
Ola de la Costa Solutions,0,1
Ola de la Costa Tidal Incorporated Worldwide,0,1
Ola del Este A/S,0,1
Ola del Este Kga,0,1
Ola del Este LC,0,2
Ola del Este LLC,0,1
Ola del Este S.p.A. Marine biology,0,1
Ola del Mar Canal,0,1
Ola del Mar Inc,0,2
Ola del Mar Limited Liability Company,0,1
Ola del Mar Pic,0,1
Ola del Mar S.p.A. Marine,0,1
Ola del Mar SRL,0,1
Olas del Mar Company,0,2
Olas del Mar Corp & Son's,0,1
Olas del Mar Incorporated Submarine,0,1
Olas del Mar Ltd,0,2
Olas del Mar OJSC and,0,1
Olas del Mar Oceanfront,0,1
Olas del Mar Oyj,0,1
Olas del Mar Oyj Enterprises,0,1
Olas del Mar Plc,0,1
Olas del Mar S.p.A.,0,1
Olas del Mar Worldwide,0,1
Olas del Sur AB and Son's,0,1
Olas del Sur BV Transportation,0,1
Olas del Sur CJSC,0,1
Olas del Sur Estuary,0,1
Olas del Sur Sagl,0,1
Olas del Sur and Son's,0,1
Oliver Inc,0,1
"Oliver, Floyd and Buckley",0,1
"Oliver, Wood and Phillips",0,1
Olsen Inc,0,1
Olson and Sons,0,1
"Olson, Kennedy and Knight",0,1
"Olson, Rowe and Morris",0,1
Omo River  Captain Sagl Industrial,0,1
Omo River  Ocean Incorporated Marine sanctuary,0,1
Omo River  SE Bonito,0,1
"Oneal, Walker and Bennett",0,1
Orange River   AS Carriers,0,1
Orange River   Oyj Investment,0,1
Orange River   Plc Catchers,0,1
Orange River   S.p.A. Solutions,0,1
Orange River Mouth   BV,0,1
Orange River Mouth   BV Enterprises,0,1
Orange River Mouth   Co Transport,0,1
Orange River Mouth   Corporation,0,1
Orange River Mouth   LLC Marine sanctuary,0,1
Orange River Mouth   OJSC Shipping,0,1
Orange River Mouth   Pic Logistics,0,1
Orange River Mouth   S.A. de C.V. Barge,0,1
Oranjestad Laksa LLC Distribution,0,1
"Orozco, Mcdaniel and Massey",0,1
"Orr, Park and Hoffman",0,1
Orr-Blankenship,0,1
Ortega-Estrada,0,1
Ortega-Hutchinson,0,1
Ortiz Group,0,1
"Ortiz, Gross and Alvarez",0,1
"Ortiz, Mercado and Henry",0,1
"Ortiz, Mercado and Rocha",0,1
"Ortiz, Oliver and Martinez",0,1
Ortiz-Hill,0,1
"Osborn, Dawson and Graham",0,1
Osborne-Pope,0,1
Owen-Williams,0,1
"Owens, Webb and Hardy",0,1
Pacheco-Anderson,0,1
Pacheco-Spencer,0,1
PacificPlates Limited Liability Company,0,1
PacificPlates Ltd. Liability Co,0,1
PacificPlates Marine conservation ОАО Merchants,0,1
Padilla LLC,0,1
Padilla-Jackson,0,1
Padilla-Smith,0,1
"Page, Goodwin and Hall",0,1
Page-Howard,0,1
Page-Turner,0,1
"Palmer, King and Carter",0,1
"Palmer, Villarreal and Gibson",0,1
Palmer-Ellis,0,1
Palmer-Oconnell,0,1
Palmer-Odom,0,1
Panope Co & Son's,0,1
Pao gan CJSC Transit,0,1
Pao gan Corporation Shipping,0,1
Pao gan OJSC Family,0,1
Paradera GmbH & Co. KG,0,1
Paradera S.A. de C.V.,0,1
Park Ltd,0,1
"Parker, Cain and Taylor",0,1
"Parker, Espinoza and Mcdonald",0,1
"Parker, Reese and Dickerson",0,1
Parker-Anderson,0,1
Parker-Bradley,0,1
Parker-Castro,0,1
Parker-Hill,0,1
Parks LLC,0,1
"Parks, Andrews and Curry",0,1
"Parks, Barber and Howard",0,1
Parks-Petty,0,1
Parsons Group,0,1
"Parsons, Bennett and Jones",0,1
Parsons-Page,0,1
Patel LLC,0,2
"Patel, Brown and Douglas",0,1
"Patel, Cochran and Powell",0,1
Patrick and Sons,0,1
"Patrick, Hunter and Reed",0,1
Patterson Group,0,2
Patterson Inc,0,2
Patterson and Sons,0,1
"Patterson, Allen and Wu",0,1
"Patterson, Flores and Smith",0,1
"Patterson, Johnson and Marks",0,1
Patton Inc,0,1
Patton LLC,0,1
"Patton, Long and Drake",0,1
"Paul, Carpenter and Ali",0,1
"Paul, Davidson and Soto",0,1
"Paul, Hernandez and Mann",0,1
Payne Inc,0,1
"Payne, Johnson and Anderson",0,1
Payne-Allen,0,1
Payne-Schmitt,0,1
Payne-Williams,0,1
Pearson Group,0,1
Pearson LLC,0,1
"Pearson, Hickman and Kirby",0,1
"Peck, Norton and Williams",0,1
Peck-Keller,0,1
Pelagia S.A. de C.V. Delivery,0,1
Pena LLC,0,1
Pena-Allen,0,1
Pennington-Diaz,0,1
Perez Inc,0,1
Perez PLC,0,1
"Perez, Brown and Bailey",0,1
"Perez, Ford and Collins",0,1
"Perez, Martin and Price",0,1
"Perez, Ramsey and Smith",0,1
"Perez, Reyes and Carr",0,1
"Perez, Wright and Jackson",0,1
"Perez, Zamora and Guerrero",0,1
Perez-Lopez,0,1
Perez-Poole,0,1
Perez-Roberts,0,1
Perez-Terrell,0,1
Perkins and Sons,0,1
"Perkins, Strickland and Monroe",0,1
"Perkins, Warren and Rivers",0,1
Perla del Mar AB,0,1
Perla del Mar AS,0,1
Perla del Mar Ges.m.b.H. Brothers,0,1
Perla del Mar Ges.m.b.H. Mussel,0,1
Perla del Mar Incorporated,0,1
Perla del Mar Ltd,0,1
Perla del Mar Ltd Caviar,0,1
Perla del Mar OJSC,0,1
Perla del Mar S.A. de C.V.,0,1
Perla del Mar Sashimi,0,1
Perry Inc,0,1
Perry Ltd,0,1
"Perry, Bauer and Gonzalez",0,1
"Perry, Smith and Mays",0,1
Perry-Briggs,0,1
Perry-Gomez,0,1
Perry-Ware,0,1
"Peters, Robinson and Berger",0,1
Peters-Harris,0,1
Peters-King,0,1
Peters-Torres,0,1
Petersen Group,0,1
Peterson Inc,0,1
Peterson Ltd,0,1
"Peterson, Barrett and Murphy",0,1
"Peterson, Carpenter and Nunez",0,1
"Peterson, Jackson and Jones",0,1
"Peterson, Johnson and Gonzalez",0,1
"Peterson, Richardson and Wheeler",0,1
"Petty, Jimenez and Young",0,1
Pez Dorado Co Delivery,0,1
Pez Dorado OJSC Transit,0,1
"Pham, Johnson and Ibarra",0,1
Pham-Perry,0,1
Phelps-Washington,0,1
"Phillips, Carr and Gates",0,1
"Phillips, James and Allen",0,1
"Phillips, Mcclain and Robinson",0,1
"Phillips, Mccullough and Wright",0,1
"Phillips, Stewart and Hunt",0,1
"Phillips, Wright and Riley",0,1
Phillips-Brown,0,1
Phillips-Nixon,0,1
"Pierce, Brooks and Garrison",0,1
Pierce-Adams,0,1
Pierce-Morgan,0,1
Playa Azul Co Cargo,0,1
Playa Azul LLC Marine conservation,0,1
Playa Azul Limited Liability Company,0,1
Playa Azul Ltd Cargo,0,1
Playa Azul Ltd. Liability Co Forwading,0,1
Playa Azul Pic Services,0,1
Playa Azul Trawler GmbH Line,0,1
Playa Blanca Coral LLC United,0,1
Playa de Arena Corp,0,1
Playa de Arena Inc Worldwide,0,1
Playa de Arena Ltd,0,1
Playa de Arena Oyj,0,1
Playa de Arena SE,0,1
Playa de Arena SRL,0,1
Playa de Arena Sagl,0,1
Playa de Arena Seaport Inc Solutions,0,1
Playa de Arena Sp,0,1
Playa de Coral Sagl,0,1
Playa de Coral Transport Cargo,0,1
Playa de Oro Company,0,1
Playa de Oro Distribution,0,1
Playa de Oro Ltd. Liability Co,0,1
Playa de Oro Marine,0,1
Playa de Oro Plc,0,1
Playa de Oro SE Seagrass,0,1
Playa de Oro ОАО Lock,0,1
Playa de la Felicidad A/S,0,1
Playa de la Felicidad AB Freight,0,1
Playa de la Felicidad AB Kelp,0,1
Playa de la Felicidad AG,0,1
Playa de la Felicidad CJSC,0,1
Playa de la Felicidad Cargo,0,1
Playa de la Felicidad Corporation Line,0,1
Playa de la Felicidad Incorporated Transport,0,1
Playa de la Felicidad LLC,0,1
Playa de la Felicidad Plc,0,1
Playa de la Felicidad S.p.A. Transport,0,1
Playa de la Felicidad Sagl Trawler,0,1
Playa de la Felicidad Wave,0,1
Playa de la Luna CJSC,0,2
Playa de la Luna Incorporated Brothers,0,1
Playa de la Luna Line Whale,0,1
Playa de la Luna Ltd. Liability Co Transport,0,1
Playa de la Luna N.V.,0,1
Playa del Cielo Beach Company Solutions,0,1
Playa del Cielo GmbH,0,1
Playa del Cielo GmbH United,0,1
Playa del Cielo S.A. de C.V.,0,1
Playa del Cielo Sextant LC Family,0,1
Playa del Cielo ОАО Freight,0,1
Playa del Mar AS,0,1
Playa del Mar CJSC,0,1
Playa del Mar Kga Family,0,1
Playa del Mar LC,0,1
Playa del Mar Ltd Cargo,0,1
Playa del Mar Ltd. Corporation,0,1
Playa del Mar SE Transit,0,1
Playa del Sol &,0,1
Playa del Sol Co,0,1
Playa del Tesoro A/S,0,1
Playa del Tesoro Brothers,0,1
Playa del Tesoro Co,0,1
Playa del Tesoro Freight,0,1
Playa del Tesoro S.p.A.,0,1
Playa del Tesoro S.p.A. Transport,0,1
Playa del Tesoro SRL,0,1
Playa del Tesoro Transport,0,1
Plc S.A. de C.V.,0,1
Pollard and Sons,0,1
"Ponce, Clark and Sellers",0,1
Poole-Brock,0,1
Pope PLC,0,1
Portuguese Cuttle Marine ecology,0,1
Portuguese Octopus GmbH & Co. KG Transportation,0,1
Portuguese Octopus Ltd. Corporation Solutions,0,1
Portuguese Sardines GmbH & Co. KG,0,1
Portuguese Sardines Logistics Seabass,0,1
Portuguese Sea Bass AS,0,1
Portuguese Sea Bass AS Marine,0,1
Portuguese Sea Bass Company,0,1
Portuguese Sea Bass GmbH & Co. KG Transit,0,1
Portuguese Sea Bass Limited Liability Company International,0,1
Portuguese Sea Bass Ltd Transport,0,1
Portuguese Sea Bass OJSC,0,3
Portuguese Sea Bass Oceanography Incorporated Freight,0,1
Portuguese Sea Bass SRL Marine ecology,0,1
Portuguese Tuna GmbH & Co. KG Marine ecology,0,1
Portuguese Tuna OJSC Delivery,0,1
Poseidon Marine ecology Corporation Holdings,0,1
"Potter, Williams and Peters",0,1
Potter-Smith,0,1
Potter-Stewart,0,1
Powell and Sons,0,3
"Powell, Barnes and Mora",0,1
"Powell, Lucas and Dominguez",0,1
"Powell, Rose and Glover",0,1
Powell-Anderson,0,1
Powell-Carroll,0,1
Powell-Green,0,1
Powell-Hamilton,0,1
Powell-Perez,0,1
Powers PLC,0,1
"Powers, Andrews and Lopez",0,1
"Powers, Lopez and Anderson",0,1
Pradesh   GmbH & Co. KG Transport,0,1
Pradesh   Ltd. Corporation Forwading,0,1
Pradesh   Sailboat LLC United,0,1
Pregolya S.A. de C.V.,0,1
Preston Group,0,1
"Preston, Nelson and Webb",0,1
Price Group,0,1
Price and Sons,0,1
"Price, Cooper and Ayers",0,1
"Price, Rivera and Byrd",0,1
"Price, Sanchez and White",0,1
Price-Bridges,0,1
Price-Carey,0,1
Price-Harris,0,1
Price-Rogers,0,1
Price-White,0,1
"Prince, Smith and Jackson",0,1
Prince-Mcdonald,0,1
"Proctor, Norton and Walker",0,1
Pruitt Group,0,1
Pugh and Sons,0,1
Punjab  Market Marine sanctuary ship,0,1
Punjab Sea  Ges.m.b.H. Family,0,1
Punjab Sea  Ltd. Corporation Marine conservation,0,1
Punjab s Cargo Anchor,0,1
Punjab s Corporation Dashi,0,1
Punjab s Limited Liability Company,0,1
Punjab s Ltd. Corporation,0,1
"Quinn, Wilson and Krueger",0,1
Quinn-Ford,0,1
Quinn-Saunders,0,1
Rajasthan  - S.p.A. Import,0,1
Rajasthan  Market Ltd. Liability Co,0,2
"Ramirez, Lamb and Austin",0,1
Ramirez-Thompson,0,1
Ramsey Group,0,1
"Ramsey, Lane and Long",0,1
"Ramsey, Norris and Raymond",0,1
Ramsey-Delgado,0,1
"Randall, Allen and Brown",0,1
"Rangel, Adams and Martin",0,1
Rasmussen and Sons,0,1
Rasmussen-Castillo,0,1
Rasmussen-Perez,0,1
Ray Ltd,0,1
"Ray, Crawford and Carter",0,1
"Ray, Nolan and Pierce",0,1
Ray-Hayes,0,1
Ray-Hunt,0,1
Ray-Payne,0,1
Red Sea  Corporation Industrial,0,1
Red Sea  GmbH & Co. KG Services,0,1
Red Sea  Marine ecology,0,1
Red Sea  Marine life,0,1
"Reed, Parks and Le",0,1
"Reed, Perez and Yang",0,1
Reed-May,0,1
Reed-Molina,0,1
Reef Rascals Co Eel,0,1
ReefR estaurant Company Express,0,1
ReefR estaurant Ltd Cargo,0,1
ReefR estaurant NV Marine life,0,1
ReefRider Foods Limited Liability Company,0,1
ReefRider Foods Ltd. Corporation Family,0,1
ReefRider Foods NV Logistics,0,1
ReefRider Foods ОАО Shipping,0,1
"Reese, Butler and Anderson",0,1
Reeves Ltd,0,1
Reeves and Sons,0,1
"Reeves, Herrera and Turner",0,1
"Reeves, Martin and Duran",0,1
Reeves-Graham,0,1
"Reid, Lopez and Walker",0,1
"Reid, Parker and Fritz",0,1
Reilly Inc,0,1
Reilly and Sons,0,1
"Reilly, Quinn and Kelley",0,1
Reilly-Hoover,0,1
Reilly-Watson,0,1
Reyes LLC,0,1
"Reyes, Armstrong and Rodriguez",0,1
"Reyes, Gould and Gibson",0,1
"Reyes, Morris and Williams",0,1
"Reyes, Smith and Bennett",0,1
Reyes-Robertson,0,1
Reynolds Group,0,1
Reynolds-Jacobs,0,1
"Rice, Davis and Cruz",0,1
Rice-Beard,0,1
Rice-Fox,0,1
"Rich, Stout and Valenzuela",0,1
Rich-Stanley,0,1
"Richard, Warren and Anderson",0,1
Richard-Walker,0,1
"Richards, Crawford and Johnson",0,1
"Richards, Howard and Cole",0,1
"Richards, Roberts and Short",0,1
Richards-Ballard,0,1
Richards-Fritz,0,1
Richardson Ltd,0,1
Richardson PLC,0,1
"Richardson, Greene and Mcdonald",0,1
"Richardson, Griffin and Mcdonald",0,1
"Richardson, Hensley and West",0,1
